,IMO No,_id,上层建筑及甲板室,下次特检日期,主机型式*数量,主机建造厂,主机建造时间,主机缸数*缸径*功率*转速,净吨位,压载,发电机*功率*电压*数,各货舱容积,垂线间长,型宽,型深,干舷,平均吃水,总吨位,曾用名,甲板层数,管理公司,舱口数及舱口尺度,舱壁数,船东,船体入级符号,船体附加标志,船名(中文),船名(英文),船旗国,船籍港,船舶呼号,船舶建造厂,船舶建造地点,船舶建造时间,船舶总长,船舶登记号/船检号,船舶类型及用途,船速,货舱总容积,货舱数,"起货设备类型,安全负荷,数量",轮机入级符号,轮机附加标志,载重吨,重大改建情况,重大改建部位的建造日期,锅炉建造厂,锅炉建造时间,锅炉数*压力*受热面积,集装箱数*规格
551,,5db84b415235e72138c4032f,Deckhouse:176.44,2024/4/24,,,,,"12,987",4374,AMG 0710SM08 LSE*2880*6600*4;,"Train/Ro-Ro cargo space*(B11617.20)
;Vehicle/Ro-Ro cargo space*(B13520.20)",164.6,24.8,9,3013,6,"24,975",,2/main deck and upper deck,"SINORAIL BOHAI TRAIN FERRY CO.,LTD.",2*unknown,"11/fr.No.6,33,44,60,90,116,133,146,180,198,211","SINORAIL BOHAI TRAIN FERRY CO.,LTD.",★CSA,Ice Class B;R1;Yantai - Dalian Service,中铁渤海2号,ZHONG TIE BO HAI 2 HAO,China,Yantai,,Tianjin Xingang Shipyard,China,2007/1/8,182.6,7.00E+16,Train/RO-RO Passenger Ship,18,25137.40 M3,2,,★CSM,BRC;Electrical Propulsion System;MCC,"7,200",,,"Qingdao Marine Boiler Works Co., Ltd",2006-01-11; 2006-01-26; 2006-03-09,2*0.7*/160 m2;1*0.7*46 m2,ho:1
552,- - -,5db84b425235e72138c40330,,2024/8/19,,,,,"1,984",,ACRB 828*1550*600*4; ARCB 692*673*600*1;,"Middle Sea Water Tank
;No.1 W.B.Tank P
;No.1 W.B.Tank S
;No.2 W.B.Tank P
;No.2 W.B.Tank S
;No.3 W.B.Tank P
;No.3 W.B.Tank S
;No.4 W.B.Tank P
;No.4 W.B.Tank S
;No.5 W.B.Tank P
;No.5 W.B.Tank S
;No.6 W.B.Tank P
;No.6 W.B.Tank S
;No.7 W.B.Tank P
;No.7 W.B.Tank S
;No.8 W.B.Tank P
;No.8 W.B.Tank S
;No.9 W.B.Tank P
;No.9 W.B.Tank S",70.8,41,3,510,,"6,614",,,"Drilling Division,CNPC Offshore Engineering Company Limited",19*,,CNPC Offshore Engineering Company Limited,★ CSA,Drilling Unit;HELDK;Service Area Restricted(Bohai Sea),中油海 3,ZHONG YOU HAI 3,China,Tianjin,BFFA,"Shanhaiguan Shipbuilding Industry Co., Ltd.",,2007/5/31,78.4,7.00E+39,Submersible,,-,19,"Crane,35,2",,,,,,,,,
553,9350575,5db84b445235e72138c40331,Forecastle:36.6,2022/5/23,8S35MC*2;,"MAN B & W Diesel A/S, Danmark",2005/1/1,8*350*5920*173,"1,213",1135,FE 45C-6*560*400*2; LSA 52.2 S55-4P*1100*400*2;,,80,17.2,8.5,1212,6.8,"4,044",,1 ;  upper deck,Shanghai Salvage Co.,,"10 ;  Fr.Nos. -2,8,19,29,42,58,96,107,118,125",Hua Ru Shipping ( Liberia ) Inc.,★CSA,"Ice Class B2（dmax, f=6.80m, dmax, a=6.90m, dmin, f=3.50m, dmin, a=3.80m, PB=2065.73kW）",德洲,DE ZHOU,Liberia,Monrovia,A8KE6,Wuchang Shipyard,China,2007/5/24,89.96,7.00E+62,Tug,16.2,-,0,"Crane,10,1;Crane,4,1",★CSM,AUT-0;ECM;SCM,"3,266",,,"Changzhou Boiler Equipment Co.,Ltd. China",2005/8/1,2*0.8*/131 m2;1*0.8*/39 m2,ho:1
554,9344930,5db84b455235e72138c40332,"Deckhouse:8.4,Forecastle:12.8",2022/9/8,6RT-flex50*1;,Dalian Marine Diesel Works,2007/5/14,6*500*9720*124,"15,326",20403,1FC6564-8SA83*1219*450*3;,"No.1 C.O.T.(P)*(B3571.80)
;No.1 C.O.T.(S)*(B3571.80)
;No.2 C.O.T.(P)*(B4826.70)
;No.2 C.O.T.(S)*(B4826.70)
;No.3 C.O.T.(P)*(B4830.10)
;No.3 C.O.T.(S)*(B4830.10)
;No.4 C.O.T.(P)*(B4830.10)
;No.4 C.O.T.(S)*(B4830.10)
;No.5 C.O.T.(P)*(B4830.10)
;No.5 C.O.T.(S)*(B4830.10)
;No.6 C.O.T.(P)*(B4750.50)
;No.6 C.O.T.(S)*(B4750.50)",175,32.26,18.9,5615,11,"31,004",,1/upper deck,"COSCO Shipping Energy Transportation Co.,Ltd.",6*1.50x0.75; 6*0.75x1.5,10/Fr. 14、48、57、81、105、129、153、177、201、203,"COSCO SHIPPING Tanker (Shanghai) Co.,Ltd.",★CSA,"COMPASS (D,F);ESP;Emergency Towing Arrangements;F.P. ≤ 60℃;Ice Class B;Loading Computer (S, I, D)",遵义潭,ZUN YI TAN,China,Shanghai,BPFW,"Guangzhou Shipyard International Co., Ltd.",China,2007/9/9,184,7.00E+108,"Oil Tanker, Double Hull",,55278.60 M3,12,"Crane,15,1;E/R Overhead Crane,3,1;Provision Crane,4,1",★CSM,AUT-0;IGS;PMS;SCM;VCS,"52,663",,,AALBORG INDUSTRIES LTD.(QINGDAO),,1*0.7*14/201 m2;1*1.6*174 m2,ho:1
555,9323015,5db84b475235e72138c40333,"Deckhouse:12.8,Forecastle:19.2",2022/2/5,9K80MC-C*1;,"STX Engine Co., Ltd.",2007/4/1,9*800*32490*104,"21,924",13248,HFC5 639-14K*1800*450*4;,"No.1 Cargo Hold*(B1088.00)
;No.2 Cargo Hold*(B7208.20)
;No.3 Cargo Hold*(B12188.10)
;No.4 Cargo Hold*(B14276.80)
;No.5 Cargo Hold*(B14651.60)
;No.6 Cargo Hold*(B14149.10)
;No.7 Cargo Hold*(B7401.10)",232.3,32.2,19.3,4167,10.75,"38,320",HS BACH,"2, Upper deck & 2nd deck","Shishi Hengtong Shipping Co., Ltd.",4*25.20×28.20; 1*25.20×22.96; 1*24.96×28.20; 1*12.60×7.84,"8;Fr.10,80,90,100,110,120,130,136","Shishi Hengtong Shipping Co., Ltd.",★_CSA,"BWMP;Loading Computer (S, I)",恒辉5,HENG HUI 5,China,Quanzhou,BVNI5,"STX Shipbuilding Co., Ltd.",Korea,2007/8/24,246.8,7.00E+200,Container Ship,23.4,70962.90 M3,7,,★_CSM_,AUT-0,"46,318",,,"Kang Rim Ind. Co., Ltd.",,1*0.7*36.1/650.6 m2,dk:2153;ho:1433
556,9417232,5db84b485235e72138c40334,Forecastle:23.4,2022/3/7,6L 27/38*2;,MAN B&WNDIESEL A/S DANMARK,2006/7/25,6*270*2040*800,388,541,HC.M434F2*240*400*2; LSAM50.1 S2*550*400*2;,,60,13,5.2,,4,"1,295",,1; Main deck,"CNPC Offshore Services (Tianjin)Co,. Ltd",,"7;  Fr.No.:-2,6,36,68,76,87,92","CNPC Offshore Services (Tianjin)Co,. Ltd",★CSA,Fire Fighting Ship 1;Ice Class B3;R1,中油海251,ZHONG YOU HAI 251,China,Tianjin,,Wuchang Shipyard,China,2007/3/8,67.2,07F0040,Offshore Tug/Supply Ship/Stand-by  Ship,,-,0,,★CSM,BRC;MCC,738,,,"Jiujiang Layton Boiler Co.,Ltd.",,1*0.69*7.2 m2,ho:
557,9323015,5db84b675235e727f05579dc,"Deckhouse:12.8,Forecastle:19.2",2022/2/5,9K80MC-C*1;,"STX Engine Co., Ltd.",2007/4/1,9*800*32490*104,"21,924",13248,HFC5 639-14K*1800*450*4;,"No.1 Cargo Hold*(B1088.00)
;No.2 Cargo Hold*(B7208.20)
;No.3 Cargo Hold*(B12188.10)
;No.4 Cargo Hold*(B14276.80)
;No.5 Cargo Hold*(B14651.60)
;No.6 Cargo Hold*(B14149.10)
;No.7 Cargo Hold*(B7401.10)",232.3,32.2,19.3,4167,10.75,"38,320",HS BACH,"2, Upper deck & 2nd deck","Shishi Hengtong Shipping Co., Ltd.",4*25.20×28.20; 1*25.20×22.96; 1*24.96×28.20; 1*12.60×7.84,"8;Fr.10,80,90,100,110,120,130,136","Shishi Hengtong Shipping Co., Ltd.",★_CSA,"BWMP;Loading Computer (S, I)",恒辉5,HENG HUI 5,China,Quanzhou,BVNI5,"STX Shipbuilding Co., Ltd.",Korea,2007/8/24,246.8,7.00E+200,Container Ship,23.4,70962.90 M3,7,,★_CSM_,AUT-0,"46,318",,,"Kang Rim Ind. Co., Ltd.",,1*0.7*36.1/650.6 m2,dk:2153;ho:1433
558,9417232,5db84b685235e727f05579dd,Forecastle:23.4,2022/3/7,6L 27/38*2;,MAN B&WNDIESEL A/S DANMARK,2006/7/25,6*270*2040*800,388,541,HC.M434F2*240*400*2; LSAM50.1 S2*550*400*2;,,60,13,5.2,,4,"1,295",,1; Main deck,"CNPC Offshore Services (Tianjin)Co,. Ltd",,"7;  Fr.No.:-2,6,36,68,76,87,92","CNPC Offshore Services (Tianjin)Co,. Ltd",★CSA,Fire Fighting Ship 1;Ice Class B3;R1,中油海251,ZHONG YOU HAI 251,China,Tianjin,,Wuchang Shipyard,China,2007/3/8,67.2,07F0040,Offshore Tug/Supply Ship/Stand-by  Ship,,-,0,,★CSM,BRC;MCC,738,,,"Jiujiang Layton Boiler Co.,Ltd.",,1*0.69*7.2 m2,ho:
559,,5db84b695235e727f05579de,"Deckhouse:19.2,Forecastle:13.2,Poop:27",2022/5/9,8DKM-28*1; 8DKM-28L*1;,"Daihatsu Diesel Mfg. Co., Ltd.",2006/9/1,8*280*2500*750,"1,777",566,1FC5 502-6TA43*500*400*3;,Mud cargo hold*(G5007.90),102.8,18.8,8.1,1432,6,"5,926",,1,Lianyungang Harbour Engineering Company,1*,"5/ 5,50,128,144,161",Lianyungang Harbour Engineering Company,★CSA,Dredging within R2;R1,云浚1号,YUN JUN 1 HAO,China,Lianyungang,BTGY,Guangzhou Wenchong Shipyard,China,2007/5/10,109,07F0063,Trailing Suction Hopper Dredger,11.8,5007.90 M3,1,,★CSM,BRC,"5,714",,,"Zhangjiagang Greens Shazhou Boiler Co.,Ltd.",,2*0.7*20 m2,ho:1
560,9452567,5db84b6a5235e727f05579df,"Forecastle:17,Poop:13",2022/7/10,8320ZCd-6*2;,Guangzhou Diesel Engine Factroy,2006/12/12,8*320*2060*525,"1,534",2574,1FJ2283-4SB43*150*400*3;,N.A.,123,23,6.8,2316,4.5,"5,113",,"1,Upper deck","Sino Silkroad Heavytrans Shipping Co.,Ltd",1*,"11,Fr.Nos.9,41,54,67,79,91,103,115,127,139,144","COSCO SHIPPING PROJECT LOGISTICS（Guangzhou）Co.,Ltd.",★CSA,"Ice Class B;Loading Computer (S, I)",远鉴,YUAN JIAN,China,Guangzhou,BOYN,Zhejiang Tenglong Shipyard,China,2007/7/11,130,07F0086,Barge Carrier,11,-,1,,★CSM,,"6,546",,,"Jiangyin  Sanjie Industry .Co.,Ltd.china",2006/12/14,1*0.5* m2,ho:1
561,9445760,5db84b6b5235e727f05579e0,Forecastle:23.5,2022/10/11,6MG28HLX*2;,"Niigata Power System Co.,Ltd. Ohta Plant",2006/11/1,6*280*2206*750,552,273,1FC2 284-4SB43*200*400*3;,,55.8,13.8,6.4,1512,4.9,"1,841",,1  /  Main deck,"New Energy Engineering Co., Ltd of CCCC Third Harbor Engineering Co., Ltd (Shanghai)",,"4,  Fr.4, Fr.64, Fr.70, Fr.87","New Energy Engineering Co., Ltd of CCCC Third Harbor Engineering Co., Ltd (Shanghai)",★CSA,,三航拖6001,SAN HANG TUO 6001,China,Shanghai,,Qingdao Shipyard,China,2007/10/12,61.3,07F0132,Tug,13.5,-,0,,★CSM,BRC,"1,240",,,"Qingdao Marine Boiler Works Co.,Ltd.; Qingdao Marine Boiler Works co.,Ltd.",2007/1/4,2*0.7*9.7/90 m2,
562,9482005,5db84b6c5235e727f05579e1,"Forecastle:13.65,Poop:25.9",2021/12/25,8DKM-28L*1;,"Shanxi Diesel Heavy Industry Co.,Ltd.",2007/1/1,8*280*2500*750,"1,137",2857,1FC6 356-4SA42*320*400*2;,"No.1 C.T.*(G1750.00)*(B1750.00)
;No.2 C.T.*(G1750.00)*(B1750.00)",92,16.4,7.2,2416,4.4,"3,790",,"1,upper deck","Shenzhen Southern China LPG Shipping Co.,Ltd.",2*29.40x11.20,"6;Fr.8,33,75,117,124,127","Shenzhen Southern China LPG Shipping Co.,Ltd.",★CSA,"Ice Class B;Loading Computer (S, I, D);Maximum Pressure 1.72MPa, Minimum Temperature 0℃;Type 2PG;Type C Independent Tank",庆顺,QING SHUN,China,Shenzhen,BQTO,"Bohai Shipbuilding Heavy Industry Co.,Ltd.",China,2007/12/8,99,07F0155,Liquefied Gas Carrier,13.6,3500.00/3500.00 M3,2,,★CSM,BRC;MCC,"2,735",,,"Zhangjiagang Greens-shazhou Boiler Co.,Ltd.",2007/2/1,1*0.7*15/90 m2,ho:1
563,9437971,5db84b6c5235e727f05579e2,"Deckhouse:1.8,Forecastle:11.4,Poop:13.2",2023/1/11,6DKM-26F*1; 6DKM-26FL*1;,Anqing Marine Diesel Engine Factory,2007-03-20; 2007-03-27,6*260*1471*750,"2,179",3002,MP-H-250-4*250*400*2; MP-H-64-4*64*400*1;,"No.1 Cargo tank(P)*(G482.50)
;No.1 Cargo tank(S)*(G482.50)
;No.2 Cargo tank(P)*(G746.50)
;No.2 Cargo tank(S)*(G746.50)
;No.3 Cargo tank(P)*(G538.87)
;No.3 Cargo tank(S)*(G538.87)
;No.4 Cargo tank(P)*(G580.50)
;No.4 Cargo tank(S)*(G580.50)
;No.5 Cargo tank(P)*(G746.00)
;No.5 Cargo tank(S)*(G746.00)
;No.6 Cargo tank(P)*(G645.75)
;No.6 Cargo tank(S)*(G645.75)",94.94,18,8.8,2211,6.6,"4,081",,1 / Main deck,Oceanlink Services Pte Ltd,12*Dia. 1000,"10 / 24, 29, 47, 65, 79, 92, 110, 126, 128, 137",United Maritime Pte Ltd.,★CSA,30 Nautical Miles Limit Voyages Within Singapore;ESP;F.P. ＞ 60℃,,FELLOWSHIP,Singapore,Singapore,9VME8,"Tongzhou City Tongyang Shipping Co.,Ltd.",China,2008/1/12,99.94,07F0178,"Oil Tanker, Double Hull",10,7480.24 M3,12,"Crane,0.95,1",★CSM,,"7,286",,,,,,
564,9343869,5db84b6d5235e727f05579e3,"Deckhouse:13.6,Forecastle:16.56,Poop:13.6",2022/7/9,MAN B&W 7S50MC-C*1;,"STX Engine. Co., Ltd.",2006/10/20,7*500*11060*127,"30,679",25425,FE 547B-10*600*450*3;,"No.1 Cargo Hold*(G13872.50)*(B13178.90)
;No.2 Cargo Hold*(G16085.20)*(B15280.90)
;No.3 Cargo Hold*(G16083.10)*(B15279.00)
;No.4 Cargo Hold*(G16085.00)*(B15280.70)
;No.5 Cargo Hold*(G16083.10)*(B15278.90)
;No.6 Cargo Hold*(G16034.20)*(B15232.50)
;No.7 Cargo Hold*(G14794.80)*(B14055.00)",221.6,36.92,20.5,5828,12.2,"50,177",EPTALOFOS,"1,Upper Deck",MARMARAS NAVIGATION LTD.,6*17.20*17.60; 1*14.62*15.80,"8;Fr.40,70,100,130,160,190,220,248",EPTALOFOS SPECIAL MARITIME ENTERPRISE,★_CSA,"BC-A(Holds Nos. 2,4&6 may be Empty);BWMP;CM;ESP;Grab*(20);In-Water Survey;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",,EPTALOFOS,Greece,Piraeus,SZLL,"Sungdong Shipbuilding & Marine Engineering Co., Ltd. Tongyeong, Korea",Korea,2007/7/10,229.5,07F0201,Bulk Carrier,13.8,103585.90/109037.90 M3,7,"Crane,3,1;Crane,5,2",★_CSM_,AUT-0;SCM,"92,567",,,"KANGRIM INDUSTRIES CO.,LTD",,1*0.59*22/306 m2,
565,9344124,5db84b6e5235e727f05579e4,"Deckhouse:24.8,Forecastle:22.95",2021/10/30,MAN B&W 6S50MC-C*1;,"HUDONG HEAVY MACHINERY CO., LTD
THE PEOPLE'S REPUBLIC OF CHINA",2006/8/16,6*500*8520*126,"12,466",19935,GE 45C-10*750*450*3;,"No.1 C.O.T.(P)*(B3377.30)
;No.1 C.O.T.(S)*(B3378.70)
;No.2 C.O.T.(P)*(B4689.20)
;No.2 C.O.T.(S)*(B4694.00)
;No.3 C.O.T.(P)*(B4703.80)
;No.3 C.O.T.(S)*(B4706.50)
;No.4 C.O.T.(P)*(B4703.80)
;No.4 C.O.T.(S)*(B4706.50)
;No.5 C.O.T.(P)*(B4703.80)
;No.5 C.O.T.(S)*(B4706.50)
;No.6 C.O.T.(P)*(B3853.30)
;No.6 C.O.T.(S)*(B3856.00)",176,32.2,18.2,6215,10.2,"29,593",,1;Upper deck,Nanjing Tanker Corporation,12*1.5X0.75,"11;14,45,47,54,77,104,131,158,185,209,213",XIANG NING MARINE PTE.LTD.,★CSA,"ESP;Emergency Towing Arrangements;F.P. ≤ 60℃;Ice Class B;Loading Computer (S, I, D);Single Point Mooring",長航勇士,CSC BRAVE,"Hong Kong, China",Hong Kong,VRCN7,Jinling Shipyard,China,2007/3/14,184.95,07G0018,"Oil Tanker, Double Hull",14.5,52079.40 M3,12,"Crane,15,1;E/R Overhead Crane,5,1;Crane,1,2;Crane,1.5,2",★CSM,AUT-0;IGS;PMS;VCS-T,"45,853",,,Aalborg Industries Ltd. (Qingdao),,1*0.7*17/189 m2;1*0.7*244.4 m2,ho:1
566,9417282,5db84b6f5235e727f05579e5,Forecastle:23.4,2022/6/4,6L 27/38*2;,MAN B&W  DIESEL A/S DANMARK,2006-12-04; 2006-12-13,6*270*2040*800,388,541,HCM434F2*240*400*2; LSAM50.1 S2*550*400*2;,"No.1 Cement Tank
;No.2 Cement Tank
;No.3 Cement Tank",60,13,5.2,1210,4,"1,295",,1; main deck,"CNPC Offshore Services (Tianjin)Co,. Ltd",3*,"7;  Fr.No.:-2,6,36,68,76,87,92","CNPC Offshore Services (Tianjin)Co,. Ltd",★CSA,Ice Class B3;R1,中油海252,ZHONG YOU HAI 252,China,Tianjin,BFFL,Wuchang Shipyard,China,2007/6/5,67.2,07G0041,Offshore Tug/Supply Ship/Stand-by  Ship/Fire Fighting Ship 1,14,-,3,,★CSM,BRC;MCC,738,,,"Jiujiang Layton Boiler Co.,Ltd. China",,1*0.69*7.2 m2,ho:
567,9371945,5db84b705235e727f05579e6,"Deckhouse:9.1,Forecastle:12.09,Poop:22.15",2022/8/19,8DKM-28*2;,"Shaanxi Diesel Heavy Industry Co.,Ltd. China",2007-04-01; 2007-05-01,8*280*2500*750,"2,856",3915,1FC6 354-4SA85*270*450*3;,"No.1 Cargo Hold*(G2241.10)*(B2241.10)
;No.2 Cargo Hold*(G4105.70)*(B4105.70)
;No.3 Cargo Hold*(G3175.80)*(B3175.80)",110,19.7,8.5,2072,6.45,"5,536",,"1, Upper deck",Shipping Company Groningen,1*31.85X15.00; 1*25.35X15.00; 1*19.50X15.00,"6; Fr.9,30,71,122,156,163",LAMB SHIPPING INC.,★CSA,"Equipped with Container Securing Arrangement;Ice Class B;Loading Computer (S, I, G, D);SOLAS II-2 Reg19;Strengthened for Heavy Cargoes",,ANL TIMOR TRADER,Liberia,Monrovia,D5NH9,"Huanghai Shipbuilding Co.,Ltd.",,2007/8/20,117,07G0110,General Dry Cargo Ship,13.8,9522.60/9522.60 M3,3,"Crane,40.00,2",★CSM,,"7,853",,,"SAACKE Qingdao Marine Boiler Co., Ltd. China",,1*0.7* m2,dk:5;ho:3
568,9466403,5db84b705235e727f05579e7,"Forecastle:13.2,Poop:21.6",2022/10/23,G8300ZC18B*1;,"Ningbo C.S.I. Power & Machinery Group Co.,Ltd.",2006/12/30,8*300*1765*550,604,457,HCM434D1*200*400*2;,"Type C Independant Tk 1*(G1005.02)
;Type C Independant Tk 2*(G1005.98)",70,13.6,5.8,1414,4.4,"2,014",,"1,Upper deck","Hainan Zhaogang Marine Co., Ltd.",2*,"6,Fr.Nos. 2,8,29,64,99,110","Hainan Zhaogang Marine Co., Ltd.",★CSA,"Loading Computer (S, I, D);Max.Pressure 1.5MPa Min. Temperature 0℃;R1;Type 2PG;Type C Independent Tank",招港,ZHAO GANG,China,Haikou,BJJJ,"Jiangmen Yinxing Shipbuilding Co., Ltd.",China,2007/10/24,76.8,07G0133,Liquefied Gas Carrier,,2011.00 M3,2,,★CSM,BRC,"1,646",,,,,,
569,9343857,5db84b715235e727f05579e8,"Deckhouse:13.6,Forecastle:16.98",2022/5/20,MAN B&W 7S50MC-C*1;,"STX Engine. Co., Ltd.",2006/9/7,7*500*11060*127,"30,679",25425,FE 547B-10*600*450*3;,"No.1 Cargo Hold*(G13872.50)*(B13178.90)
;No.2 Cargo Hold*(G16085.20)*(B15280.90)
;No.3 Cargo Hold*(G16083.10)*(B15279.00)
;No.4 Cargo Hold*(G16085.00)*(B15280.70)
;No.5 Cargo Hold*(G16083.10)*(B15278.90)
;No.6 Cargo Hold*(G16034.20)*(B15232.50)
;No.7 Cargo Hold*(G14794.80)*(B14055.00)",221.6,36.92,20.5,5828,12.2,"49,973",FANEROMENI,"1,Upper Deck",MARMARAS NAVIGATION LTD.,6*17.20*17.60; 1*14.62*15.80,"8;Fr.40,70,100,130,160,190,220,248",FANEROMENI SPECIAL MARITIME ENTERPRISE,★_CSA,"BC-A(Holds Nos. 2,4&6 may be Empty);BWMP;CM;ESP;Grab*(20);In-Water Survey;Loading Computer (S, I, G, D);Strengthened for Heavy Cargoes",,FANEROMENI,Greece,Piraeus,SVKG,"Sungdong Shipbuilding & Marine Engineering Co., Ltd. Tongyeong, Korea",Korea,2007/5/21,229.5,07G0202,Bulk Carrier,20,103585.90/109037.90 M3,7,"Crane,3,1;Crane,5,2",★_CSM_,AUT-0;SCM,"92,484",,,"KANG RIM INDUSTRIES CO.,LTD",,1*0.59*22/306 m2,
570,9424766,5db84b725235e727f05579e9,"Deckhouse:1.8,Forecastle:11.4,Poop:13.2",2022/4/25,6DKM-26F*1; 6DKM-26FL*1;,Anqing Marine Diesel Engine Factory,2006/6/1,6*260*1471*750,"2,179",3002,MP-H-250-4*250*400*2; MP-H-64-4*64*400*1;,"No.1 Cargo tank(P)*(G482.50)
;No.1 Cargo tank(S)*(G482.50)
;No.2 Cargo tank(P)*(G746.50)
;No.2 Cargo tank(S)*(G746.50)
;No.3 Cargo tank(P)*(G538.87)
;No.3 Cargo tank(S)*(G538.87)
;No.4 Cargo tank(P)*(G580.50)
;No.4 Cargo tank(S)*(G580.50)
;No.5 Cargo tank(P)*(G746.00)
;No.5 Cargo tank(S)*(G746.00)
;No.6 Cargo tank(P)*(G645.75)
;No.6 Cargo tank(S)*(G645.75)",94.94,18,8.8,2211,6.6,"4,081",,1 / Main deck,Oceanlink Services Pte Ltd,12*Dia. 1000,"10 / 24, 29, 47, 65, 79, 92, 110, 126, 128, 137",Sino International Shipping Pte. Ltd.,★CSA,30 Nautical Miles Limit Voyage Within Singapore;ESP;F.P. ＞ 60℃,,FRIENDSHIP,Singapore,Singapore,9VAG6,"Tongzhou City Tongyang Shipping Co.,Ltd.",China,2007/4/26,99.94,07H0019,"Oil Tanker, Double Hull",10,7480.24 M3,12,,★CSM,,"7,286",,,,,,
571,8733017,5db84b735235e727f05579ea,"Deckhouse:4.2,Forecastle:13.9,Poop:26.5",2022/3/21,6S35MC*1;,YICHANG MARINE DIESEL ENGINE PLANT,2006/3/2,6*350*4440*173,"4,750",5530,IFC2 351-4SB43*250*400*3;,"No.1 C.O.T.(P)*(G1064.19)
;No.1 C.O.T.(S)*(G1064.19)
;No.2 C.O.T.(P)*(G1479.19)
;No.2 C.O.T.(S)*(G1479.19)
;No.3 C.O.T.(P)*(G1546.63)
;No.3 C.O.T.(S)*(G1546.63)
;No.4 C.O.T.(P)*(G1546.63)
;No.4 C.O.T.(S)*(G1546.63)
;No.5 C.O.T.(P)*(G1490.31)
;No.5 C.O.T.(S)*(G1490.31)",126,22,10.6,3088,7.5,"8,482",,"1, Upper Deck","COSCO PETROCHINA SHIPPING CO.,LTD.",10*Dia.1.0,"11, Fr.Nos.4,10,35,42,47,71,95,119,143,167,175","COSCO PETROCHINA SHIPPING CO.,LTD.",★CSA,"ESP;F.P. ≤ 60℃;Ice Class B;Loading Computer (S, I);R1",辽油121,LIAO YOU 121,China,Dalian,BAQX,No.4807 Shipyard,China,2007/3/22,134.85,07H0042,"Oil Tanker, Double Hull",13.5,14253.90 M3,10,,★CSM,,"12,000",,,"Wuxi Weilit Marine Boiler Co.,Ltd.",,1*0.7*22.5/120 m2,ho:1
572,9344136,5db84b745235e727f05579eb,"Deckhouse:24.8,Forecastle:22.95",2021/11/28,MAN B&W 6S50MC-C*1;,"HUDONG HEAVY MACHINERY CO., LTD
THE PEOPLE'S REPUBLIC OF CHINA",2007/2/15,6*500*8520*126,"12,466",19935,GE 45C-10*750*450*3;,"No.1 C.O.T.(P)*(B3359.66)
;No.1 C.O.T.(S)*(B3372.62)
;No.2 C.O.T.(P)*(B4679.69)
;No.2 C.O.T.(S)*(B4682.28)
;No.3 C.O.T.(P)*(B4696.55)
;No.3 C.O.T.(S)*(B4699.13)
;No.4 C.O.T.(P)*(B4698.05)
;No.4 C.O.T.(S)*(B4700.64)
;No.5 C.O.T.(P)*(B4700.23)
;No.5 C.O.T.(S)*(B4702.82)
;No.6 C.O.T.(P)*(B3843.69)
;No.6 C.O.T.(S)*(B3846.23)",176,32.2,18.2,6215,10.2,"29,593",,1;Upper deck,Nanjing Tanker Corporation,12*1.5X0.75,"11;14,45,47,54,77,104,131,158,185,209,213",Rui Ning Marine Pte. Ltd.,★CSA,"BWMP;ESP;Emergency Towing Arrangements;F.P. ≤ 60℃;Ice Class B;Loading Computer (S, I, D);Single Point Mooring",長航發展,CSC PROGRESS,"Hong Kong, China",Hong Kong,VRDC7,Jinling Shipyard,China,2007/10/6,184.95,07H0088,"Oil Tanker, Double Hull",14.5,51981.59 M3,12,"Crane,15,1;Crane,5,1;Crane,1,2;Crane,1.5,2",★CSM,AUT-0;IGS;PMS;VCS-T,"45,791",,,Aalborg Industries Ltd. (Qingdao),,1*0.7*18/389 m2;1*0.7*244.4 m2,ho:1
573,,5db84b755235e727f05579ec,Deckhouse:13.8,2023/3/11,,,,,477,555,MP-H-200-4*200*400*2; MP-H-64-4*64*400*1;,,49.8,21.5,4,,2.2,"1,590",,"1, Upper deck",Xiamen Branch of CCCC Third Harbor Engineering Co.Ltd,,"5, Fr.12,Fr.32,Fr.56,Fr.66,Fr.77",CCCC Third Harbor Engineering Co.Ltd.,★CSA,Dredging within R2;Non-propulsion;R1,三航浚6,SAN HANG JUN 6,China,Xiamen,,TongShun Shipbuilding&Repairing Co.Ltd.,China,2008/3/12,49.8,07H0157,Grab Dredger,,-,0,,,,,,,,,,
