,,CCS NO,IMO No,_id,入级状态,净吨,制造厂,制造日期,受热面积(m2),吃水(满载),呼号,垂线间长,型宽,型式,型深,夏季干舷,总吨,改建日期,数量,曾用名,机动非机动,核定干舷（A级）,核定干舷（B级）,核定干舷（C级）,核定干舷（J1）,核定干舷（J2）,水密横舱壁数,海河船,甲板层数,缸径,缸数,航区,航速,船体附加标志,船名,船检登记号,船级港,船舶入级符合,船舶制造厂,船舶完工日期,船舶归属类别,船舶总长,船舶所有人,船舶类型,船舶经营人,行程,设计压力(Mpa),货舱数,轮机入级符号,轮机附加标志,载运标准集装箱数量（货舱内）,载运标准集装箱数量（货舱舱口盖上）,载重吨,额定功率,额定转速
40,,13E6279,,5db850165235e74d289af160,保持船级,116,,14-2月 -13 12.00.00.000000 上午;14-2月 -13 12.00.00.000000 上午,,3.4,,31,9.8,柴油机;柴油机,4.4,710,389,,,,机动,,,,,,4,海船,1,250;250,6;6,近海,,拖船;沿海航区拖航;近海航区调遣,嘉港拖10,2013P0000627,嘉兴,★CSAD,浙江凯灵船厂（舟山四八零六工厂）,2013/8/19,国内航行入级船舶,36.4,浙江嘉兴港口服务集团有限公司,普通拖船,浙江嘉兴港口服务集团有限公司,350;350,,,★CSMD,Z向推进系统,,,,1323;1323,750;750
41,,97Q1028,,5db850175235e74d289af161,临时入级,20491,OSAKA BOILER MFG.,12-4月 -96 12.00.00.000000 上午,29,13.257,BLDL,215,32.2,柴油机,18.3,5086,36592,,1,BEI LUN HAI 72,机动,,,,,,9,海船,1,600,6,近海,0,"可以2,4,6舱空舱;散货船;装载仪(S、I、G);近海航区;重货加强",北仑海72,1997N0000758,宁波,★_CSAD,常石造船株式会社,1997/1/29,国内航行入级船舶,225,宁波经济技术开发区龙盛航运有限公司,散货船,宁波经济技术开发区龙盛航运有限公司,2292,0.7,7,★_CSMD_,轮机循环检验,,,69638,8908,88
42,,06D6105,,5db850175235e74d289af162,保持船级,1781,张家港格林沙洲锅炉有限公司,10-7月 -05 03.00.00.000000 下午,,5.5,BJWF,98,16.2,柴油机,6.8,1318,3180,,1,上电7,机动,,,,,,7,海船,1,300,8,近海,11.5,散货船;近海航区,隆晟7,2006B0000161,平潭,★CSAD,台州市中远造船厂,2006/9/20,国内航行入级船舶,104.8,福建隆晟船务有限公司,散货船,福建隆晟船务有限公司,380,0.78,2,★CSMD,,,,,1765,525
43,,08P6148,,5db850185235e74d289af163,保持船级,132,,11-9月 -07 03.00.00.000000 下午;11-9月 -07 03.00.00.000000 下午,,3.6,BVAO4,32,10.4,单作用四冲程柴油机;单作用四冲程柴油机,4.8,1010,442,,,,机动,,,,,,4,海船,1,260;260,6;6,近海,13,拖船;近海航区,海洋石油502,2008T0000356,莆田,★CSAD,荣成市西霞口船业有限公司,2008/11/12,国内航行入级船舶,37.7,中海福建天然气有限责任公司,普通拖船,中海福建天然气有限责任公司,385;385,,,★CSMD,Z向推进系统,,,,1840;1840,750;750
44,,12R6193,,5db850185235e74d289af164,保持船级,1420,上海四诚热能设备有限公司;常州市锅炉设备有限公司;常州市锅炉设备有限公司,18-11月-10 12.00.00.000000 上午;18-11月-10 12.00.00.000000 上午,,5.6,BPIF,84,15,柴油机;柴油机,7.1,1109,2537,,,SN330,机动,,,,,,10,海船,1,230;230,6;6,近海,12,B级冰区航行;双壳油船（闪点>60℃）;近海航区;防污底系统,中燃32,2012Q0000573,上海,★CSAD,山东新船重工有限公司,2012/6/7,国内航行入级船舶,87.7,上海中燃船舶燃料有限公司,油船（闪点>60℃）,上海通银石油化工有限公司,300;300,.09;1;1,10,★CSMD,驾驶室遥控,,,,960;960,900;900
45,,06P6069,,5db850195235e74d289af165,,112,,28-11月-05 03.00.00.000000 下午;28-11月-05 03.00.00.000000 下午,,3.232,BKAC3,31.92,10,柴油机;柴油机,4.5,1209,375,,,,机动,,,,,,5,海船,1,159;159,16;16,近海,12.5,拖船;沿海航区,福海1号,2006V0000248,宁波,★CSAD,青岛前进工厂,2006/4/5,国内航行入级船舶,33.98,浙江大唐乌沙山发电有限责任公司,普通拖船,宁波鼎盛海运服务有限公司,159;159,,,★CSMD,Z型推进系统,,,,1342;1342,1900;1900
46,,06C6012,,5db850195235e74d289af166,保持船级,1926,,,,4.5,,89,18,,7.2,2724,3440,,,,非机动,,,,,,5,海船,1,,,沿海,,铰接式联结顶推船-驳船组合体：对驳船;长江（武汉）— 洋山,长洋驳2,2006U0000017,上海,★CSAD,长江轮船总公司吴淞船厂,2006/1/23,国内航行入级船舶,96.79,上海新洋山集装箱运输有限公司,顶推船―驳船组合体-驳船,上海新洋山集装箱运输有限公司,,,2,★CSMD,,,,,,
47,,08V6200,,5db8501a5235e74d289af167,保持船级,1253,大冶成德船舶配件制造有限公司,20-9月 -07 12.00.00.000000 上午;20-9月 -07 12.00.00.000000 上午,,3.8,,82,14.8,柴油机;柴油机,4.6,,2237,,1,神州2009,机动,812,812,812,,812,10,河船,,210;210,6;6,A级,0,A级航区、J2级航段;化学品液货船（2型）;油船（闪点≤60℃）,神州2009,2007G4000220,重庆,★_CSAD,重庆市平台船舶制造有限公司,2008/7/30,国内航行入级船舶,87,重庆新金航国际物流股份有限公司,化学品液货船,重庆新金航国际物流股份有限公司,290;290,0.4,10,★_CSMD_,驾驶室遥控,,,3000,400;400,600;600
48,,15Q6207,,5db8501b5235e74d289af168,保持船级,1125,无锡威力特船用锅炉有限公司,25-10月-13 03.00.00.000000 下午;25-10月-13 03.00.00.000000 下午,75,4.1,,83.65,14.6,柴油机;柴油机,4.8,,2009,,1,,机动,,,,,,11,河船,1,170;170,8;8,A级,,A级航区、J2级航段;不锈钢;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.022MPa;最大货物密度1500kg/m3;最高货物温度50℃,鑫联28,2015B0000518,扬州,★CSAD,扬州海川船业有限公司,2015/5/28,国内航行入级船舶,87.85,扬州鑫联运输有限公司,化学品液货船,扬州鑫联运输有限公司,200;200,1.1,10,★CSMD,驾驶室遥控,,,3133,575;575,1350;1350
49,,15H6177,,5db8501b5235e74d289af169,建造入级,457,,,,2.5,,36.7,15.6,,3.6,612,545,,,,非机动,,,,,,5,海船,1,,,沿海,,沿海航区;驳船,远驳十八,2015V0000375,大连,★CSAD,大连中远船务工程有限公司,2015/5/27,国内航行入级船舶,36.7,大连中远船务工程有限公司,甲板货驳,大连中远船务工程有限公司,,,,,,,,994,,
50,,15V6189,,5db8501c5235e74d289af16a,建造入级,148,,23-8月 -14 03.00.00.000000 下午;30-8月 -14 03.00.00.000000 下午,,4.423,,34,11,柴油机;柴油机,5.3,587,496,,,,机动,,,,,,4,海船,1,260;260,8;8,沿海,12.5,"B级冰区航行;拖船;沿海航区;第1类消防船,水雾",曹港23,2015T0000442,唐山,★CSAD,江苏省镇江船厂（集团）有限公司,2015/6/25,国内航行入级船舶,37.81,唐山港曹妃甸拖船有限公司,普通拖船,唐山港曹妃甸拖船有限公司,385;385,,,★CSMD,螺旋桨轴状态监控,,,280,2560;2560,750;750
51,,10C6308,,5db8501d5235e74d289af16b,,81,,10-8月 -09 12.00.00.000000 上午;10-8月 -09 12.00.00.000000 上午,,2.196,,26.41,10,柴油机;柴油机,3.4,558,270,,,,机动,,,,,,,海船,1,159;159,6;6,沿海,9.5,沿海航区;起锚艇,海洋风电22,2010Q0001176,南通,★CSAD,江苏韩通船舶重工有限公司,2010/6/1,国内航行入级船舶,29.35,江苏韩通海洋装备有限公司,抛锚船,江苏韩通海洋装备有限公司,159;159,,,★CSMD,,,,,373;373,1800;1800
52,,98B3021,9185059,5db8501d5235e74d289af16c,初次入级,15434,"Osaka Boiler Mfg.Co.,Ltd.,Japan",13-4月 -98 03.00.00.000000 下午,22,11.69,BFMN,180,32.2,柴油机,16.55,4897,27562,,1,GUO DIAN 32,机动,,,,,,7,海船,1,480,6,近海,14.5,加强检验程序;可以2&4舱空舱;散货船;装载仪(S、I、G);近海航区;重货加强,国电32,1998C0000757,天津,★_CSAD,"Sanoyas Hishino Meisho Corporation, Kurashiki",1998/8/5,国内航行入级船舶,187.3,天津国电海运有限公司,散货船,天津国电海运有限公司,2000,0.7,5,★_CSMD_,轮机循环检验,,,48512,7208,110
53,,14X6163,,5db8501e5235e74d289af16d,保持船级,1407,,25-3月 -12 03.00.00.000000 下午;25-3月 -12 03.00.00.000000 下午,,5.2,,88.9,14.8,柴油机;柴油机,5.8,,2512,,,,机动,814,614,614,,1214,5,河船,,170;170,8;8,A级,,A级航区;J2级航段;双壳散货船,新长江25058,2014L0000403,武汉,★CSAD,江苏港华船业有限公司,2014/11/30,国内航行入级船舶,92,长航货运有限公司,散货船,长航货运有限公司,200;200,,1,★CSMD,驾驶室遥控,,,5136,600;600,1500;1500
54,,13V6156,,5db8501e5235e74d289af16e,保持船级,1592,无锡威力特船用锅炉有限公司,05-3月 -12 12.00.00.000000 上午;05-3月 -12 12.00.00.000000 上午,,4.35,,90.5,16.2,柴油机;柴油机,5.5,,2844,,1,,机动,1158,1158,1158,,1158,10,河船,,170;170,8;8,A级,,A级航区;J2级急流航段;双壳油船;闪点 ≤ 60℃,长江祥龙,2013S0000308,泰州,★CSAD,安徽和县金付船业有限责任公司,2013/5/21,国内航行入级船舶,94.8,兴化市航运有限公司,油船（闪点≤60℃）,兴化市航运有限公司,200;200,1.1,10,★CSMD,驾驶室遥控,,,,601;601,1350;1350
55,,12N6581,,5db8501f5235e74d289af16f,初次入级,156,,,,0.8,,55,14,,2,,523,,,,非机动,,1208,1208,,1208,6,河船,,,,B级,0,B级航区、J2级航段;趸船,紫光3号趸,2012M0001099,重庆,★CSAD,重庆东港船舶产业有限公司,2012/11/1,国内航行入级船舶,55.42,重庆紫光新科化工开发有限公司,化学品液货囤,重庆紫光新科化工开发有限公司,,,0,★CSMD,,,,157,,
56,,12N6581,,5db8501f5235e74d289af170,初次入级,156,,,,0.8,,55,14,,2,,523,,,,非机动,,1208,1208,,1208,6,河船,,,,B级,0,B级航区、J2级航段;趸船,紫光3号趸,2012M0001099,重庆,★CSAD,重庆东港船舶产业有限公司,2012/11/1,国内航行入级船舶,55.42,重庆紫光新科化工开发有限公司,化学品液货囤,重庆紫光新科化工开发有限公司,,,0,★CSMD,,,,157,,
57,,92R3304,9032707,5db850205235e74d289af171,初次入级,7788,"Tortoise Engineering Co., Ltd.，日本",11-3月 -92 03.00.00.000000 下午,26.92,9.1,BINK,148,25,柴油机,12.7,3625,13907,,1,,机动,,,,,,6,海船,1,450,6,近海,14,散货船;装载仪(S、I、G);近海航区,新祥瑞,1992P0000829,上海,★_CSAD,"Saiki Heavy Industries Co., Ltd.，日本",1992/7/27,国内航行入级船舶,157.5,上海洋浦浙海海运有限公司,散货船,上海洋浦浙海海运有限公司,1350,0.7,4,★_CSMD_,,,,22154,5295,158
58,,12S6401,,5db850215235e74d289af172,保持船级,13860,江阴市三杰实业有限公司,01-12月-11 12.00.00.000000 上午,20,10.488,BKUZ6,183.2,30.2,柴油机,15.2,4718,24750,,1,勤丰18,机动,,,,,,9,海船,1,420,6,近海,13.3,B级冰区航行;双舷侧散货船;装载仪(S.I.G);近海航区,中昌288,2012U0001037,杭州,★CSAD,浙江勤丰船业有限公司,2012/10/10,国内航行入级船舶,189.99,华融金融租赁股份有限公司,散货船,舟山中昌海运有限责任公司,1764,0.8,5,★CSMD,,,,,6480,136
59,,99D1004,,5db850215235e74d289af173,初次入级,8694,奥尔堡（青岛）锅炉有限公司,01-6月 -98 12.00.00.000000 上午,,10,BOQB,158,25.2,柴油机,14.1,4120,15525,,1,,机动,,,,,,6,海船,1,,6,近海,,B级冰区航行;普通干货船;装载仪(S、I、G);近海航区;重货加强,瑞康36,1999D0000675,宁波,★CSAD,大连造船厂,1999/3/22,国内航行入级船舶,169,宁波瑞康海运有限公司,一般干货船,宁波瑞康海运有限公司,,0.8,4,★CSMD,,,,22267,7550,116
60,,10A6260,,5db850225235e74d289af174,保持船级,674,,01-9月 -10 12.00.00.000000 上午;01-9月 -10 12.00.00.000000 上午,,4.5,BYZO,52.1,13.2,柴油机;柴油机,5.7,1212,1205,,,,机动,,,,,,6,海船,1,300;300,8;8,近海,0,B级冰区航行;近海供应船;近海航区,民生602,2010Y2107501,天津,★_CSAD,武汉长航青山船舶修造厂,2010/12/29,国内航行入级船舶,58.25,民生金融租赁股份有限公司,供应船,天津市旭日海运有限公司,380;380,,0,★_CSM_,,,,1493,1765;1765,550;550
61,,09Q6154,,5db850225235e74d289af175,建造入级,808,,,,1.65,,65,13,,2.6,,962,,,65m油趸,非机动,956,956,956,,,8,河船,1,,,A级,,A级航区;油趸船;闪点>60℃,长轮36028,2009E0000490,武汉,★CSAD,鄂州市光大船业有限公司,2009/11/6,国内航行入级船舶,65,中石化长江燃料有限公司,油囤,中石化长江燃料有限公司九江分公司,,,6,,,,,,,
62,,12E6067,,5db850235235e74d289af176,保持船级,1407,,07-10月-11 03.00.00.000000 下午;07-10月-11 03.00.00.000000 下午,,5.2,,88.9,14.8,柴油机;柴油机,5.8,,2512,,,,机动,814,614,614,,1214,5,河船,,170;170,8;8,A级,,A级航区、J2级航段;双壳散货船,新长江25035,2012F0000242,武汉,★CSAD,宜昌九通船务集团有限公司,2012/4/1,国内航行入级船舶,92,长航货运有限公司,散货船,长航货运有限公司,200;200,,1,★CSMD,驾驶室遥控,,,,600;600,1500;1500
63,,18U6134,,5db850235235e74d289af177,保持船级,5080,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,15-7月 -17 12.00.00.000000 上午;15-7月 -17 12.00.00.000000 上午,,2.8,,103.8,17.16,柴油机;柴油机,4.6,,8467,,1;1,,机动,1807,1807,1807,,1807,9,河船,6,250;250,6;6,A级,14.04,A级航区、J2级航段;滚装货船,民悦,2018V0000218,重庆,★CSAD,重庆东港船舶产业有限公司,2018/4/20,国内航行入级船舶,110,民生轮船股份有限公司,滚装船,民生轮船股份有限公司,320;320,.6;.6,,★CSMD,机舱自动化-2,,,1501,750;750,650;650
64,,12B6524,,5db850245235e74d289af178,保持船级,1501,九江海天设备制造有限公司莱顿锅炉分公司,,34,2.5,,90,15,,3.5,,1788,,1,,非机动,1010,,,,,10,河船,,,,A级,,A级航区;油趸;闪点>60℃,长轮39003,2012K0001373,芜湖,★CSAD,中国长江航运集团江东船厂,2012/12/31,国内航行入级船舶,90.3,中石化长江燃料有限公司,油囤,中石化长江燃料有限公司芜湖分公司,,2.5,8,,,,,,,
65,,11S6373,,5db850255235e74d289af179,保持船级,722,,16-5月 -11 12.00.00.000000 上午;16-5月 -11 12.00.00.000000 上午,,3.2,BMKK,63,13.9,柴油机;柴油机,3.98,,1290,,,,机动,788,688,,,,10,河船,,190;190,6;6,A级,,A级航区;双壳油船（闪点≤60℃）,梧州石油208,2011Q0001139,梧州,★CSAD,梧州群升船舶设计工程有限公司,2011/12/26,国内航行入级船舶,66,广西梧州中昊实业有限责任公司,油船（闪点≤60℃）,广西梧州中昊实业有限责任公司,210;210,,8,★CSMD,,,,,450;450,1450;1450
66,,14W6185,,5db850255235e74d289af17a,保持船级,17720,扎克（青岛）船用锅炉有限公司,14-10月-13 12.00.00.000000 上午,22,10.8,BIBQ7,195,32.26,柴油机,16.5,5718,31643,,1,三福51004,机动,,,,,,6,海船,1,460,6,近海,0,B级冰区航行;散货船;水下检验;燃油舱保护;装载仪(S、I、G);近海航区;重货加强,利电21,2014X0000460,上海,★CSAD,泰州三福船舶工程有限公司,2014/9/2,国内航行入级船舶,199.95,中信寰球商贸（上海）有限公司,散货船,上海中信轮船有限公司,1932,0.9,5,★CSMD,机器处所集中控制,,,50879,5640,110
67,,12U6357,,5db850265235e74d289af17b,,729,,28-5月 -11 03.00.00.000000 下午;28-5月 -11 03.00.00.000000 下午,,3.1,BJPD,50.22,13,柴油机;柴油机,5.3,2208,1458,,,,机动,,,,,,6,海船,3,,,沿海,12,客船;沿海航区,洋海之光,2012Y0000949,三亚,★CSAD,江苏海中洲船业有限公司,2012/9/17,国内航行入级船舶,59.48,三亚洋海船务实业有限公司,客船,三亚洋海船务实业有限公司,,,,★CSMD,,,,,477;477,1800;1800
68,,06W6007,,5db850275235e74d289af17c,建造入级,4464,---,14-8月 -04 03.00.00.000000 下午,,7.3,BPES,130,19.8,柴油机,9.82,2538,7971,,1,,机动,,,,,,7,海船,1,400,8,近海,14.4,近海航区;集装箱船,集海之星,2006K0000008,上海,★CSAD,浙江长宏造船有限公司,2006/1/22,国内航行入级船舶,140,上海海华轮船有限公司,集装箱船,上海海华轮船有限公司,460,1.6,3,★CSMD,,,,,3824,520
69,,08V6177,,5db850275235e74d289af17d,,18766,张家港格林沙洲锅炉有限公司,20-11月-08 12.00.00.000000 上午,,12.5,BJST,193.21,32.26,二冲程柴油机,18,5524,33511,,1,,机动,,,,,,7,海船,1,500,6,近海,,COMPASS(D、F);散货船;装载仪S.I.G;近海航区;重货加强,永隆桂,2008Q0000514,洋浦,★CSAD,中海工业（江苏）有限公司,2008/12/25,国内航行入级船舶,199.97,洋浦永隆海运有限公司,散货船,洋浦永隆海运有限公司,2000,0.9,5,★CSMD,机器处所集中控制,,,,8510,114
70,,18S6132,,5db850285235e74d289af17e,建造入级,5028,,23-11月-17 12.00.00.000000 上午;23-11月-17 12.00.00.000000 上午,,3.079,,106.2,16.6,柴油机1;柴油机2,4.9,,8380,,,,机动,1810,1810,1810,,1810,7,河船,6,320;320,6;6,A级,12.4,A级航区、J2级航段;滚装货船,安吉209,2018V0000195,上海,★CSAD,长航集团芜湖江东船厂有限公司,2018/4/9,国内航行入级船舶,109.9,上海安盛汽车船务有限公司,滚装船,上海安盛汽车船务有限公司,440;440,,,★CSMD,绿色船舶-I;驾驶室遥控,,,,971;971,400;400
71,,17A6249,,5db850285235e74d289af17f,建造入级,178,,12-11月-16 12.00.00.000000 上午;12-11月-16 12.00.00.000000 上午,,2.5,BNSF,44.8,9.4,柴油机;柴油机,4,1200,596,,,,机动,,,,,,6,海船,1,210;210,6;6,近海,12,调查船;近海航区,中国海监201,2017T0001058,厦门,★CSAD,武昌船舶重工集团有限公司,2017/10/16,国内航行入级船舶,49,国家海洋局东海分局,科学调查船,国家海洋局东海分局,300;300,,0,★CSMD,机器处所周期无人值班,,,99,809;809,900;900
72,,12M6373,,5db850295235e74d289af180,保持船级,295,无锡威力特船用锅炉有限公司;无锡威力特船用锅炉有限公司,01-8月 -10 12.00.00.000000 上午;01-9月 -10 12.00.00.000000 上午,55;55,4.02,BSTG,49.4,12,柴油机;柴油机,5,690,984,,1;1,HY1019,机动,,,,,,8,海船,1,320;320,6;6,近海,12,拖船;近海航区,创兴拖002,2012N0000985,日照,★CSAD,浙江恒宇造船有限公司,2012/9/25,国内航行入级船舶,57.62,山东海顺港航工程有限公司,普通拖船,日照华勇海运有限公司,440;440,1.1;1.1,,★CSMD,,,,,1470;1470,525;525
73,,02C6038,,5db8502a5235e74d289af181,保持船级,97,,11-5月 -02 03.00.00.000000 下午;11-5月 -02 03.00.00.000000 下午,,3.1,BMGK,28.6,9.5,柴油机(右）;柴油机(左）,4,909,326,,,,机动,,,,,,4,海船,1,170;170,16;16,沿海,13,拖船;沿海航区,华海拖3,2002M0000411,钦州,★_CSAD,Yeunsoo Shipbuilding Co. Ltd.，韩国,2002/11/13,国内航行入级船舶,34.1,钦州华西船务工程有限公司,普通拖船,钦州华西船务工程有限公司,190;190,,,★_CSMD_,,,,,1615;1615,1800;1800
74,,12G6138,,5db8502b5235e74d289af182,保持船级,1407,,28-7月 -11 12.00.00.000000 上午;28-7月 -11 12.00.00.000000 上午,,5.2,,88.9,14.8,柴油机;柴油机,5.8,,2512,,,,机动,814,614,614,,1214,5,河船,,170;170,8;8,A级,,A级航区、J2级航段;双壳散货船,新长江25016,2012D0000401,武汉,★CSAD,宜昌兴达船务有限公司,2012/4/25,国内航行入级船舶,92,长航货运有限公司,散货船,长航货运有限公司,200;200,,1,★CSMD,驾驶室遥控,,,,600;600,1500;1500
75,,13J6076,,5db8502b5235e74d289af183,建造入级,1987,,29-9月 -12 03.00.00.000000 下午;29-9月 -12 03.00.00.000000 下午,,4.8,,93.66,17.2,柴油机;柴油机,6,,3549,,,远东1007,机动,1212,1512,1512,,1512,14,河船,,210;210,6;6,A级,18,"A级航区、J2级航段;化学品液货船（2型，2G）/双壳油船（闪点≤60℃）;最大压力0.02MPa,最高货物温度50℃;最大货物密度(1000 kg/m3)",远洋9007,2013J0000139,涪陵,★CSAD,重庆东港船舶产业有限公司,2013/2/1,国内航行入级船舶,100,重庆市泽胜船务（集团）有限公司,化学品液货船,重庆市泽胜船务（集团）有限公司,290;290,,18,★CSMD,驾驶室遥控,,,,662;662,750;750
76,,18Q6107,,5db8502d5235e74d289af184,,138,,15-9月 -17 12.00.00.000000 上午;15-9月 -17 12.00.00.000000 上午,,3.1,,33.27,10,柴油机;柴油机,4.3,910,462,,,,机动,,,,,,4,海船,1,250;250,6;6,近海,12.5,B级冰区航行;在沿海海域内作业;拖船;近海航区调遣,烟港拖27,2018D0000064,烟台,★CSAD,浙江凯灵船厂（舟山四八零六工厂）,2018/1/18,国内航行入级船舶,38.17,烟台港股份有限公司,普通拖船,烟台港股份有限公司,300;300,,,★CSMD,Z型推进系统;驾驶室遥控,,,,1470;1470,1000;1000
77,,97G2032,9161742,5db8502e5235e74d289af185,初次入级,21771,"KANG RIM INDUSTRIES CO.,LTD.;KANG RIM INDUSTRIES CO.,LTD.",15-1月 -97 12.00.00.000000 上午,34,13.767,BLBE6,217,32.25,柴油机,19,5268,38878,,1;1,,机动,,,,,,8,海船,1,600,6,近海,14,"可以2,4&6舱空舱;散货船;装载仪(S、I);重货加强",北仑海26,1997E0000796,宁波,★_CSAD,"Hyundai Heavy Ind. Co., Ltd. Ulsan Shipyard",1997/6/25,国内航行入级船舶,225,宁波经济技术开发区龙盛航运有限公司,散货船,宁波经济技术开发区龙盛航运有限公司,2292,.8;.8,7,★_CSMD_,机器处所周期无人值班,,,72824,8949,92
78,,12W6382,,5db8502f5235e74d289af186,建造入级,1407,,23-2月 -12 03.00.00.000000 下午;23-2月 -12 03.00.00.000000 下午,,5,,88.9,14.8,柴油机;柴油机,5.8,,2512,,,2010WX4001,机动,814,614,614,,1214,11,河船,,170;170,8;8,A级,,A级航区、J2级航段;双壳散货船,新长江25045,2012G0001002,武汉,★CSAD,重庆长航东风船舶工业公司,2012/11/16,国内航行入级船舶,92,工银金融租赁有限公司,散货船,长航货运有限公司,200;200,,1,★CSMD,驾驶室遥控,,,4860,600;600,1500;1500
79,,08L6007,,5db850305235e74d289af187,,1521,,20-8月 -07 12.00.00.000000 上午;20-8月 -07 12.00.00.000000 上午,,4.2,,87.34,16.2,柴油机;柴油机,4.8,,2717,,,涪港895,机动,816,616,616,,616,9,河船,1,170;170,6;6,A级,,A级航区;J2级急流航段;双壳船/敞口集装箱船,荣江14029,2008T0000011,武汉,★CSAD,重庆市泽胜船务集团造船有限公司,2008/1/9,国内航行入级船舶,92,民生金融租赁股份有限公司,散货船,长航凤凰股份有限公司,200;200,,1,★CSMD,,,,,260;260,1000;1000
80,,12E6159,,5db850315235e74d289af188,建造入级,3228,江阴市三杰实业有限公司;江阴市三杰实业有限公司;江阴市三杰实业有限公司,01-12月-11 12.00.00.000000 上午,105,7.3,BKOF6,113.5,18,柴油机,9,1713,5766,,1;1;1,,机动,,,,,,11,海船,1,320,8,近海,0,B级冰区航行;双壳油船（闪点≤60℃）;近海航区,一舟2,2012D0000493,舟山,★CSAD,宁波市东方船舶修造有限公司,2012/6/15,国内航行入级船舶,121.93,浙江一舟海运有限公司,油船（闪点≤60℃）,浙江一舟海运有限公司,380,.8;1;1,12,★CSMD,,,,8507,2500,600
81,,12J6485,,5db850315235e74d289af189,建造入级,1046,无锡威力特船用锅炉有限公司;江阴市三杰实业有限公司;江阴市三杰实业有限公司,26-11月-11 03.00.00.000000 下午,20,5,BAJN,73,13.8,柴油机,6,1008,1869,,1;1;1,鑫丰油6,机动,,,,,,10,海船,1,300,6,近海,,双壳油船（闪点≤60℃）;近海航区,鑫丰216,2012U0001244,大连,★CSAD,安徽远东船舶有限公司,2012/12/19,国内航行入级船舶,78.8,大连鸿畅海运有限公司,油船（闪点≤60℃）,大连鸿畅海运有限公司,380,.6;.8;1,10,★CSMD,,,,,735,500
82,,07R6030,,5db850325235e74d289af18a,保持船级,115,,,,1.8,,42.9,10.6,,2.75,669,384,,,,非机动,,,,,,6,海船,1,,,沿海,,在遮蔽海域作业;沿海航区;绞吸式挖泥船;非机动推进,长鳄2号,2.01E+38,宜昌,★CSAD,武昌船厂,2007/4/25,国内航行入级船舶,54,长江宜昌航道工程局,绞吸式挖泥船,长江宜昌航道工程局,,,,★CSMD,,,,,,
83,,18A6231,,5db850325235e74d289af18b,初次入级,3498,青岛船用锅炉厂有限公司,15-4月 -17 12.00.00.000000 上午;15-4月 -17 12.00.00.000000 上午,9.7,5,BFBN9,107.5,26.8,柴油机;柴油机,6.85,1866,6247,,1,,机动,,,,,,6,海船,1,250;250,6;6,近海,9,B级冰区航行;双舷侧散货船;近海航区,魏桥佳达69,2018K0000323,天津,★CSAD,江苏海通海洋工程装备有限公司,2018/5/28,国内航行入级船舶,109.8,交银金融租赁有限责任公司,散货船,天津惠桥船务有限公司,320;320,0.8,2,★CSMD,,,,9585,1470;1470,850;850
